Freq.	V(n002)
1.63681652142723e+01	(5.49960934864740e+00dB,-1.79671667961610e+02°)
1.63775902000465e+01	(5.49961017463435e+00dB,-1.79672619916984e+02°)
1.63870206128405e+01	(5.49961099813016e+00dB,-1.79673571764057e+02°)
1.63964564557793e+01	(5.49961181913593e+00dB,-1.79674523503146e+02°)
1.64058977319896e+01	(5.49961263765273e+00dB,-1.79675475134563e+02°)
1.64153444445999e+01	(5.49961345368165e+00dB,-1.79676426658624e+02°)
1.64247965967406e+01	(5.49961426722377e+00dB,-1.79677378075644e+02°)
1.64342541915438e+01	(5.49961507828018e+00dB,-1.79678329385938e+02°)
1.64437172321435e+01	(5.49961588685193e+00dB,-1.79679280589819e+02°)
1.64531857216754e+01	(5.49961669294010e+00dB,-1.79680231687604e+02°)
1.64626596632771e+01	(5.49961749654577e+00dB,-1.79681182679605e+02°)
1.64721390600880e+01	(5.49961829766999e+00dB,-1.79682133566138e+02°)
1.64816239152492e+01	(5.49961909631381e+00dB,-1.79683084347518e+02°)
1.64911142319038e+01	(5.49961989247832e+00dB,-1.79684035024058e+02°)
1.65006100131964e+01	(5.49962068616454e+00dB,-1.79684985596074e+02°)
1.65101112622738e+01	(5.49962147737354e+00dB,-1.79685936063879e+02°)
1.65196179822843e+01	(5.49962226610636e+00dB,-1.79686886427788e+02°)
1.65291301763782e+01	(5.49962305236405e+00dB,-1.79687836688116e+02°)
1.65386478477074e+01	(5.49962383614765e+00dB,-1.79688786845176e+02°)
1.65481709994259e+01	(5.49962461745819e+00dB,-1.79689736899283e+02°)
1.65576996346894e+01	(5.49962539629672e+00dB,-1.79690686850752e+02°)
1.65672337566553e+01	(5.49962617266425e+00dB,-1.79691636699895e+02°)
1.65767733684829e+01	(5.49962694656182e+00dB,-1.79692586447029e+02°)
1.65863184733334e+01	(5.49962771799045e+00dB,-1.79693536092466e+02°)
1.65958690743697e+01	(5.49962848695116e+00dB,-1.79694485636521e+02°)
1.66054251747566e+01	(5.49962925344498e+00dB,-1.79695435079507e+02°)
1.66149867776607e+01	(5.49963001747292e+00dB,-1.79696384421740e+02°)
1.66245538862503e+01	(5.49963077903598e+00dB,-1.79697333663532e+02°)
1.66341265036958e+01	(5.49963153813518e+00dB,-1.79698282805199e+02°)
1.66437046331692e+01	(5.49963229477152e+00dB,-1.79699231847053e+02°)
1.66532882778443e+01	(5.49963304894600e+00dB,-1.79700180789409e+02°)
1.66628774408970e+01	(5.49963380065962e+00dB,-1.79701129632581e+02°)
1.66724721255047e+01	(5.49963454991337e+00dB,-1.79702078376882e+02°)
1.66820723348469e+01	(5.49963529670825e+00dB,-1.79703027022626e+02°)
1.66916780721046e+01	(5.49963604104526e+00dB,-1.79703975570128e+02°)
1.67012893404611e+01	(5.49963678292536e+00dB,-1.79704924019700e+02°)
1.67109061431011e+01	(5.49963752234955e+00dB,-1.79705872371657e+02°)
1.67205284832114e+01	(5.49963825931879e+00dB,-1.79706820626312e+02°)
1.67301563639805e+01	(5.49963899383408e+00dB,-1.79707768783979e+02°)
1.67397897885988e+01	(5.49963972589638e+00dB,-1.79708716844972e+02°)
1.67494287602584e+01	(5.49964045550666e+00dB,-1.79709664809603e+02°)
1.67590732821535e+01	(5.49964118266588e+00dB,-1.79710612678188e+02°)
1.67687233574800e+01	(5.49964190737501e+00dB,-1.79711560451038e+02°)
1.67783789894355e+01	(5.49964262963500e+00dB,-1.79712508128468e+02°)
1.67880401812196e+01	(5.49964334944682e+00dB,-1.79713455710791e+02°)
1.67977069360339e+01	(5.49964406681142e+00dB,-1.79714403198321e+02°)
1.68073792570814e+01	(5.49964478172974e+00dB,-1.79715350591371e+02°)
1.68170571475674e+01	(5.49964549420274e+00dB,-1.79716297890254e+02°)
1.68267406106987e+01	(5.49964620423134e+00dB,-1.79717245095283e+02°)
1.68364296496842e+01	(5.49964691181651e+00dB,-1.79718192206773e+02°)
1.68461242677345e+01	(5.49964761695917e+00dB,-1.79719139225036e+02°)
1.68558244680621e+01	(5.49964831966025e+00dB,-1.79720086150385e+02°)
1.68655302538814e+01	(5.49964901992069e+00dB,-1.79721032983135e+02°)
1.68752416284085e+01	(5.49964971774141e+00dB,-1.79721979723597e+02°)
1.68849585948615e+01	(5.49965041312334e+00dB,-1.79722926372085e+02°)
1.68946811564603e+01	(5.49965110606739e+00dB,-1.79723872928912e+02°)
1.69044093164266e+01	(5.49965179657449e+00dB,-1.79724819394392e+02°)
1.69141430779841e+01	(5.49965248464555e+00dB,-1.79725765768837e+02°)
1.69238824443582e+01	(5.49965317028148e+00dB,-1.79726712052561e+02°)
1.69336274187762e+01	(5.49965385348318e+00dB,-1.79727658245876e+02°)
1.69433780044672e+01	(5.49965453425157e+00dB,-1.79728604349095e+02°)
1.69531342046625e+01	(5.49965521258754e+00dB,-1.79729550362532e+02°)
1.69628960225948e+01	(5.49965588849198e+00dB,-1.79730496286499e+02°)
1.69726634614989e+01	(5.49965656196581e+00dB,-1.79731442121309e+02°)
1.69824365246114e+01	(5.49965723300990e+00dB,-1.79732387867276e+02°)
1.69922152151708e+01	(5.49965790162515e+00dB,-1.79733333524711e+02°)
1.70019995364175e+01	(5.49965856781243e+00dB,-1.79734279093928e+02°)
1.70117894915937e+01	(5.49965923157264e+00dB,-1.79735224575239e+02°)
1.70215850839434e+01	(5.49965989290665e+00dB,-1.79736169968958e+02°)
1.70313863167127e+01	(5.49966055181534e+00dB,-1.79737115275396e+02°)
1.70411931931493e+01	(5.49966120829957e+00dB,-1.79738060494867e+02°)
1.70510057165029e+01	(5.49966186236022e+00dB,-1.79739005627683e+02°)
1.70608238900252e+01	(5.49966251399816e+00dB,-1.79739950674157e+02°)
1.70706477169694e+01	(5.49966316321424e+00dB,-1.79740895634602e+02°)
1.70804772005910e+01	(5.49966381000933e+00dB,-1.79741840509330e+02°)
1.70903123441471e+01	(5.49966445438428e+00dB,-1.79742785298653e+02°)
1.71001531508968e+01	(5.49966509633994e+00dB,-1.79743730002885e+02°)
1.71099996241010e+01	(5.49966573587716e+00dB,-1.79744674622337e+02°)
1.71198517670225e+01	(5.49966637299681e+00dB,-1.79745619157323e+02°)
1.71297095829260e+01	(5.49966700769970e+00dB,-1.79746563608154e+02°)
1.71395730750781e+01	(5.49966763998670e+00dB,-1.79747507975143e+02°)
1.71494422467473e+01	(5.49966826985862e+00dB,-1.79748452258602e+02°)
1.71593171012038e+01	(5.49966889731630e+00dB,-1.79749396458844e+02°)
1.71691976417199e+01	(5.49966952236058e+00dB,-1.79750340576181e+02°)
1.71790838715697e+01	(5.49967014499229e+00dB,-1.79751284610925e+02°)
1.71889757940292e+01	(5.49967076521225e+00dB,-1.79752228563389e+02°)
1.71988734123763e+01	(5.49967138302127e+00dB,-1.79753172433885e+02°)
1.72087767298906e+01	(5.49967199842018e+00dB,-1.79754116222725e+02°)
1.72186857498539e+01	(5.49967261140980e+00dB,-1.79755059930222e+02°)
1.72286004755497e+01	(5.49967322199092e+00dB,-1.79756003556686e+02°)
1.72385209102634e+01	(5.49967383016437e+00dB,-1.79756947102432e+02°)
1.72484470572824e+01	(5.49967443593095e+00dB,-1.79757890567770e+02°)
1.72583789198959e+01	(5.49967503929145e+00dB,-1.79758833953012e+02°)
1.72683165013949e+01	(5.49967564024668e+00dB,-1.79759777258472e+02°)
1.72782598050725e+01	(5.49967623879743e+00dB,-1.79760720484461e+02°)
1.72882088342235e+01	(5.49967683494450e+00dB,-1.79761663631290e+02°)
1.72981635921448e+01	(5.49967742868867e+00dB,-1.79762606699273e+02°)
1.73081240821351e+01	(5.49967802003073e+00dB,-1.79763549688720e+02°)
1.73180903074950e+01	(5.49967860897147e+00dB,-1.79764492599944e+02°)
1.73280622715268e+01	(5.49967919551166e+00dB,-1.79765435433257e+02°)
1.73380399775352e+01	(5.49967977965208e+00dB,-1.79766378188970e+02°)
1.73480234288263e+01	(5.49968036139350e+00dB,-1.79767320867396e+02°)
1.73580126287083e+01	(5.49968094073670e+00dB,-1.79768263468846e+02°)
1.73680075804914e+01	(5.49968151768243e+00dB,-1.79769205993633e+02°)
1.73780082874875e+01	(5.49968209223146e+00dB,-1.79770148442067e+02°)
1.73880147530107e+01	(5.49968266438457e+00dB,-1.79771090814460e+02°)
1.73980269803767e+01	(5.49968323414249e+00dB,-1.79772033111126e+02°)
1.74080449729032e+01	(5.49968380150598e+00dB,-1.79772975332374e+02°)
1.74180687339099e+01	(5.49968436647581e+00dB,-1.79773917478517e+02°)
1.74280982667184e+01	(5.49968492905271e+00dB,-1.79774859549866e+02°)
1.74381335746521e+01	(5.49968548923743e+00dB,-1.79775801546733e+02°)
1.74481746610365e+01	(5.49968604703071e+00dB,-1.79776743469430e+02°)
1.74582215291988e+01	(5.49968660243328e+00dB,-1.79777685318269e+02°)
1.74682741824682e+01	(5.49968715544590e+00dB,-1.79778627093560e+02°)
1.74783326241759e+01	(5.49968770606928e+00dB,-1.79779568795615e+02°)
1.74883968576550e+01	(5.49968825430416e+00dB,-1.79780510424746e+02°)
1.74984668862403e+01	(5.49968880015126e+00dB,-1.79781451981265e+02°)
1.75085427132688e+01	(5.49968934361130e+00dB,-1.79782393465482e+02°)
1.75186243420794e+01	(5.49968988468500e+00dB,-1.79783334877710e+02°)
1.75287117760126e+01	(5.49969042337309e+00dB,-1.79784276218259e+02°)
1.75388050184113e+01	(5.49969095967627e+00dB,-1.79785217487442e+02°)
1.75489040726200e+01	(5.49969149359525e+00dB,-1.79786158685569e+02°)
1.75590089419851e+01	(5.49969202513074e+00dB,-1.79787099812951e+02°)
1.75691196298552e+01	(5.49969255428345e+00dB,-1.79788040869901e+02°)
1.75792361395806e+01	(5.49969308105407e+00dB,-1.79788981856729e+02°)
1.75893584745136e+01	(5.49969360544330e+00dB,-1.79789922773747e+02°)
1.75994866380084e+01	(5.49969412745183e+00dB,-1.79790863621266e+02°)
1.76096206334212e+01	(5.49969464708036e+00dB,-1.79791804399597e+02°)
1.76197604641100e+01	(5.49969516432958e+00dB,-1.79792745109052e+02°)
1.76299061334349e+01	(5.49969567920017e+00dB,-1.79793685749941e+02°)
1.76400576447578e+01	(5.49969619169280e+00dB,-1.79794626322576e+02°)
1.76502150014427e+01	(5.49969670180817e+00dB,-1.79795566827267e+02°)
1.76603782068553e+01	(5.49969720954694e+00dB,-1.79796507264327e+02°)
1.76705472643635e+01	(5.49969771490979e+00dB,-1.79797447634066e+02°)
1.76807221773368e+01	(5.49969821789738e+00dB,-1.79798387936795e+02°)
1.76909029491471e+01	(5.49969871851038e+00dB,-1.79799328172826e+02°)
1.77010895831679e+01	(5.49969921674946e+00dB,-1.79800268342468e+02°)
1.77112820827746e+01	(5.49969971261528e+00dB,-1.79801208446034e+02°)
1.77214804513448e+01	(5.49970020610848e+00dB,-1.79802148483835e+02°)
1.77316846922579e+01	(5.49970069722972e+00dB,-1.79803088456180e+02°)
1.77418948088953e+01	(5.49970118597967e+00dB,-1.79804028363382e+02°)
1.77521108046402e+01	(5.49970167235895e+00dB,-1.79804968205751e+02°)
1.77623326828780e+01	(5.49970215636821e+00dB,-1.79805907983598e+02°)
1.77725604469958e+01	(5.49970263800811e+00dB,-1.79806847697235e+02°)
1.77827941003828e+01	(5.49970311727926e+00dB,-1.79807787346970e+02°)
1.77930336464302e+01	(5.49970359418231e+00dB,-1.79808726933117e+02°)
1.78032790885309e+01	(5.49970406871789e+00dB,-1.79809666455985e+02°)
1.78135304300800e+01	(5.49970454088663e+00dB,-1.79810605915885e+02°)
1.78237876744745e+01	(5.49970501068915e+00dB,-1.79811545313129e+02°)
1.78340508251133e+01	(5.49970547812608e+00dB,-1.79812484648026e+02°)
1.78443198853972e+01	(5.49970594319803e+00dB,-1.79813423920888e+02°)
1.78545948587292e+01	(5.49970640590561e+00dB,-1.79814363132025e+02°)
1.78648757485141e+01	(5.49970686624945e+00dB,-1.79815302281748e+02°)
1.78751625581585e+01	(5.49970732423015e+00dB,-1.79816241370368e+02°)
1.78854552910713e+01	(5.49970777984832e+00dB,-1.79817180398195e+02°)
1.78957539506631e+01	(5.49970823310455e+00dB,-1.79818119365540e+02°)
1.79060585403465e+01	(5.49970868399946e+00dB,-1.79819058272714e+02°)
1.79163690635362e+01	(5.49970913253363e+00dB,-1.79819997120026e+02°)
1.79266855236488e+01	(5.49970957870766e+00dB,-1.79820935907789e+02°)
1.79370079241028e+01	(5.49971002252215e+00dB,-1.79821874636312e+02°)
1.79473362683188e+01	(5.49971046397767e+00dB,-1.79822813305906e+02°)
1.79576705597192e+01	(5.49971090307482e+00dB,-1.79823751916881e+02°)
1.79680108017285e+01	(5.49971133981418e+00dB,-1.79824690469549e+02°)
1.79783569977731e+01	(5.49971177419631e+00dB,-1.79825628964218e+02°)
1.79887091512814e+01	(5.49971220622180e+00dB,-1.79826567401201e+02°)
1.79990672656838e+01	(5.49971263589123e+00dB,-1.79827505780806e+02°)
1.80094313444127e+01	(5.49971306320515e+00dB,-1.79828444103346e+02°)
1.80198013909024e+01	(5.49971348816413e+00dB,-1.79829382369130e+02°)
1.80301774085892e+01	(5.49971391076875e+00dB,-1.79830320578468e+02°)
1.80405594009114e+01	(5.49971433101955e+00dB,-1.79831258731671e+02°)
1.80509473713092e+01	(5.49971474891709e+00dB,-1.79832196829050e+02°)
1.80613413232249e+01	(5.49971516446193e+00dB,-1.79833134870914e+02°)
1.80717412601028e+01	(5.49971557765461e+00dB,-1.79834072857574e+02°)
1.80821471853890e+01	(5.49971598849569e+00dB,-1.79835010789340e+02°)
1.80925591025317e+01	(5.49971639698571e+00dB,-1.79835948666523e+02°)
1.81029770149811e+01	(5.49971680312520e+00dB,-1.79836886489432e+02°)
1.81134009261895e+01	(5.49971720691471e+00dB,-1.79837824258379e+02°)
1.81238308396109e+01	(5.49971760835477e+00dB,-1.79838761973673e+02°)
1.81342667587015e+01	(5.49971800744591e+00dB,-1.79839699635624e+02°)
1.81447086869194e+01	(5.49971840418866e+00dB,-1.79840637244543e+02°)
1.81551566277248e+01	(5.49971879858355e+00dB,-1.79841574800740e+02°)
1.81656105845798e+01	(5.49971919063109e+00dB,-1.79842512304525e+02°)
1.81760705609484e+01	(5.49971958033180e+00dB,-1.79843449756208e+02°)
1.81865365602969e+01	(5.49971996768621e+00dB,-1.79844387156099e+02°)
1.81970085860933e+01	(5.49972035269483e+00dB,-1.79845324504509e+02°)
1.82074866418076e+01	(5.49972073535816e+00dB,-1.79846261801747e+02°)
1.82179707309121e+01	(5.49972111567672e+00dB,-1.79847199048123e+02°)
1.82284608568808e+01	(5.49972149365099e+00dB,-1.79848136243949e+02°)
1.82389570231898e+01	(5.49972186928149e+00dB,-1.79849073389533e+02°)
1.82494592333172e+01	(5.49972224256872e+00dB,-1.79850010485185e+02°)
1.82599674907431e+01	(5.49972261351316e+00dB,-1.79850947531217e+02°)
1.82704817989496e+01	(5.49972298211530e+00dB,-1.79851884527937e+02°)
1.82810021614208e+01	(5.49972334837565e+00dB,-1.79852821475655e+02°)
1.82915285816429e+01	(5.49972371229467e+00dB,-1.79853758374682e+02°)
1.83020610631039e+01	(5.49972407387286e+00dB,-1.79854695225328e+02°)
1.83125996092941e+01	(5.49972443311069e+00dB,-1.79855632027903e+02°)
1.83231442237055e+01	(5.49972479000863e+00dB,-1.79856568782715e+02°)
1.83336949098323e+01	(5.49972514456717e+00dB,-1.79857505490077e+02°)
1.83442516711707e+01	(5.49972549678676e+00dB,-1.79858442150296e+02°)
1.83548145112188e+01	(5.49972584666787e+00dB,-1.79859378763683e+02°)
1.83653834334768e+01	(5.49972619421098e+00dB,-1.79860315330548e+02°)
1.83759584414470e+01	(5.49972653941653e+00dB,-1.79861251851201e+02°)
1.83865395386336e+01	(5.49972688228499e+00dB,-1.79862188325952e+02°)
1.83971267285428e+01	(5.49972722281680e+00dB,-1.79863124755110e+02°)
1.84077200146829e+01	(5.49972756101243e+00dB,-1.79864061138985e+02°)
1.84183194005642e+01	(5.49972789687231e+00dB,-1.79864997477887e+02°)
1.84289248896989e+01	(5.49972823039690e+00dB,-1.79865933772126e+02°)
1.84395364856014e+01	(5.49972856158662e+00dB,-1.79866870022011e+02°)
1.84501541917881e+01	(5.49972889044194e+00dB,-1.79867806227853e+02°)
1.84607780117772e+01	(5.49972921696326e+00dB,-1.79868742389960e+02°)
1.84714079490894e+01	(5.49972954115104e+00dB,-1.79869678508643e+02°)
1.84820440072468e+01	(5.49972986300570e+00dB,-1.79870614584212e+02°)
1.84926861897741e+01	(5.49973018252766e+00dB,-1.79871550616975e+02°)
1.85033345001976e+01	(5.49973049971735e+00dB,-1.79872486607243e+02°)
1.85139889420460e+01	(5.49973081457519e+00dB,-1.79873422555325e+02°)
1.85246495188497e+01	(5.49973112710159e+00dB,-1.79874358461532e+02°)
1.85353162341414e+01	(5.49973143729697e+00dB,-1.79875294326171e+02°)
1.85459890914556e+01	(5.49973174516174e+00dB,-1.79876230149554e+02°)
1.85566680943290e+01	(5.49973205069631e+00dB,-1.79877165931990e+02°)
1.85673532463003e+01	(5.49973235390107e+00dB,-1.79878101673788e+02°)
1.85780445509102e+01	(5.49973265477644e+00dB,-1.79879037375258e+02°)
1.85887420117015e+01	(5.49973295332281e+00dB,-1.79879973036710e+02°)
1.85994456322190e+01	(5.49973324954058e+00dB,-1.79880908658452e+02°)
1.86101554160095e+01	(5.49973354343014e+00dB,-1.79881844240795e+02°)
1.86208713666219e+01	(5.49973383499187e+00dB,-1.79882779784048e+02°)
1.86315934876072e+01	(5.49973412422617e+00dB,-1.79883715288521e+02°)
1.86423217825182e+01	(5.49973441113341e+00dB,-1.79884650754522e+02°)
1.86530562549101e+01	(5.49973469571398e+00dB,-1.79885586182363e+02°)
1.86637969083399e+01	(5.49973497796825e+00dB,-1.79886521572351e+02°)
1.86745437463667e+01	(5.49973525789659e+00dB,-1.79887456924796e+02°)
1.86852967725517e+01	(5.49973553549939e+00dB,-1.79888392240009e+02°)
1.86960559904581e+01	(5.49973581077700e+00dB,-1.79889327518298e+02°)
1.87068214036512e+01	(5.49973608372979e+00dB,-1.79890262759972e+02°)
1.87175930156983e+01	(5.49973635435811e+00dB,-1.79891197965342e+02°)
1.87283708301687e+01	(5.49973662266235e+00dB,-1.79892133134716e+02°)
1.87391548506339e+01	(5.49973688864283e+00dB,-1.79893068268404e+02°)
1.87499450806674e+01	(5.49973715229991e+00dB,-1.79894003366716e+02°)
1.87607415238447e+01	(5.49973741363396e+00dB,-1.79894938429960e+02°)
1.87715441837434e+01	(5.49973767264530e+00dB,-1.79895873458446e+02°)
1.87823530639432e+01	(5.49973792933429e+00dB,-1.79896808452483e+02°)
1.87931681680259e+01	(5.49973818370126e+00dB,-1.79897743412381e+02°)
1.88039894995751e+01	(5.49973843574655e+00dB,-1.79898678338449e+02°)
1.88148170621768e+01	(5.49973868547049e+00dB,-1.79899613230996e+02°)
1.88256508594188e+01	(5.49973893287342e+00dB,-1.79900548090332e+02°)
1.88364908948912e+01	(5.49973917795566e+00dB,-1.79901482916765e+02°)
1.88473371721859e+01	(5.49973942071754e+00dB,-1.79902417710606e+02°)
1.88581896948972e+01	(5.49973966115938e+00dB,-1.79903352472163e+02°)
1.88690484666212e+01	(5.49973989928150e+00dB,-1.79904287201745e+02°)
1.88799134909561e+01	(5.49974013508420e+00dB,-1.79905221899663e+02°)
1.88907847715023e+01	(5.49974036856781e+00dB,-1.79906156566224e+02°)
1.89016623118621e+01	(5.49974059973263e+00dB,-1.79907091201739e+02°)
1.89125461156401e+01	(5.49974082857897e+00dB,-1.79908025806516e+02°)
1.89234361864429e+01	(5.49974105510714e+00dB,-1.79908960380865e+02°)
1.89343325278789e+01	(5.49974127931742e+00dB,-1.79909894925095e+02°)
1.89452351435590e+01	(5.49974150121012e+00dB,-1.79910829439515e+02°)
1.89561440370959e+01	(5.49974172078554e+00dB,-1.79911763924434e+02°)
1.89670592121046e+01	(5.49974193804396e+00dB,-1.79912698380161e+02°)
1.89779806722018e+01	(5.49974215298567e+00dB,-1.79913632807006e+02°)
1.89889084210067e+01	(5.49974236561095e+00dB,-1.79914567205278e+02°)
1.89998424621404e+01	(5.49974257592010e+00dB,-1.79915501575285e+02°)
1.90107827992261e+01	(5.49974278391337e+00dB,-1.79916435917337e+02°)
1.90217294358890e+01	(5.49974298959106e+00dB,-1.79917370231744e+02°)
1.90326823757566e+01	(5.49974319295343e+00dB,-1.79918304518813e+02°)
1.90436416224582e+01	(5.49974339400075e+00dB,-1.79919238778855e+02°)
1.90546071796255e+01	(5.49974359273329e+00dB,-1.79920173012178e+02°)
1.90655790508921e+01	(5.49974378915131e+00dB,-1.79921107219091e+02°)
1.90765572398937e+01	(5.49974398325508e+00dB,-1.79922041399904e+02°)
1.90875417502682e+01	(5.49974417504484e+00dB,-1.79922975554925e+02°)
1.90985325856554e+01	(5.49974436452085e+00dB,-1.79923909684464e+02°)
1.91095297496974e+01	(5.49974455168337e+00dB,-1.79924843788829e+02°)
1.91205332460384e+01	(5.49974473653264e+00dB,-1.79925777868330e+02°)
1.91315430783244e+01	(5.49974491906890e+00dB,-1.79926711923276e+02°)
1.91425592502039e+01	(5.49974509929240e+00dB,-1.79927645953975e+02°)
1.91535817653272e+01	(5.49974527720338e+00dB,-1.79928579960737e+02°)
1.91646106273469e+01	(5.49974545280206e+00dB,-1.79929513943871e+02°)
1.91756458399175e+01	(5.49974562608869e+00dB,-1.79930447903685e+02°)
1.91866874066959e+01	(5.49974579706350e+00dB,-1.79931381840489e+02°)
1.91977353313408e+01	(5.49974596572670e+00dB,-1.79932315754592e+02°)
1.92087896175132e+01	(5.49974613207853e+00dB,-1.79933249646302e+02°)
1.92198502688760e+01	(5.49974629611921e+00dB,-1.79934183515929e+02°)
1.92309172890946e+01	(5.49974645784893e+00dB,-1.79935117363781e+02°)
1.92419906818360e+01	(5.49974661726794e+00dB,-1.79936051190168e+02°)
1.92530704507698e+01	(5.49974677437643e+00dB,-1.79936984995398e+02°)
1.92641565995674e+01	(5.49974692917461e+00dB,-1.79937918779781e+02°)
1.92752491319023e+01	(5.49974708166270e+00dB,-1.79938852543624e+02°)
1.92863480514504e+01	(5.49974723184087e+00dB,-1.79939786287238e+02°)
1.92974533618894e+01	(5.49974737970936e+00dB,-1.79940720010932e+02°)
1.93085650668993e+01	(5.49974752526833e+00dB,-1.79941653715013e+02°)
1.93196831701622e+01	(5.49974766851800e+00dB,-1.79942587399791e+02°)
1.93308076753622e+01	(5.49974780945854e+00dB,-1.79943521065575e+02°)
1.93419385861857e+01	(5.49974794809014e+00dB,-1.79944454712673e+02°)
1.93530759063211e+01	(5.49974808441300e+00dB,-1.79945388341396e+02°)
1.93642196394590e+01	(5.49974821842727e+00dB,-1.79946321952050e+02°)
1.93753697892920e+01	(5.49974835013316e+00dB,-1.79947255544946e+02°)
1.93865263595150e+01	(5.49974847953083e+00dB,-1.79948189120393e+02°)
1.93976893538249e+01	(5.49974860662044e+00dB,-1.79949122678698e+02°)
1.94088587759207e+01	(5.49974873140217e+00dB,-1.79950056220171e+02°)
1.94200346295037e+01	(5.49974885387619e+00dB,-1.79950989745121e+02°)
1.94312169182771e+01	(5.49974897404266e+00dB,-1.79951923253857e+02°)
1.94424056459466e+01	(5.49974909190173e+00dB,-1.79952856746687e+02°)
1.94536008162195e+01	(5.49974920745356e+00dB,-1.79953790223921e+02°)
1.94648024328057e+01	(5.49974932069831e+00dB,-1.79954723685866e+02°)
1.94760104994171e+01	(5.49974943163612e+00dB,-1.79955657132833e+02°)
1.94872250197676e+01	(5.49974954026714e+00dB,-1.79956590565129e+02°)
1.94984459975733e+01	(5.49974964659152e+00dB,-1.79957523983064e+02°)
1.95096734365526e+01	(5.49974975060939e+00dB,-1.79958457386946e+02°)
1.95209073404259e+01	(5.49974985232090e+00dB,-1.79959390777084e+02°)
1.95321477129157e+01	(5.49974995172618e+00dB,-1.79960324153788e+02°)
1.95433945577468e+01	(5.49975004882535e+00dB,-1.79961257517365e+02°)
1.95546478786460e+01	(5.49975014361856e+00dB,-1.79962190868125e+02°)
1.95659076793422e+01	(5.49975023610591e+00dB,-1.79963124206376e+02°)
1.95771739635667e+01	(5.49975032628755e+00dB,-1.79964057532427e+02°)
1.95884467350527e+01	(5.49975041416358e+00dB,-1.79964990846587e+02°)
1.95997259975357e+01	(5.49975049973412e+00dB,-1.79965924149165e+02°)
1.96110117547533e+01	(5.49975058299929e+00dB,-1.79966857440470e+02°)
1.96223040104452e+01	(5.49975066395919e+00dB,-1.79967790720809e+02°)
1.96336027683533e+01	(5.49975074261394e+00dB,-1.79968723990493e+02°)
1.96449080322216e+01	(5.49975081896363e+00dB,-1.79969657249829e+02°)
1.96562198057965e+01	(5.49975089300837e+00dB,-1.79970590499127e+02°)
1.96675380928262e+01	(5.49975096474826e+00dB,-1.79971523738695e+02°)
1.96788628970612e+01	(5.49975103418338e+00dB,-1.79972456968843e+02°)
1.96901942222544e+01	(5.49975110131384e+00dB,-1.79973390189878e+02°)
1.97015320721604e+01	(5.49975116613972e+00dB,-1.79974323402109e+02°)
1.97128764505363e+01	(5.49975122866111e+00dB,-1.79975256605846e+02°)
1.97242273611413e+01	(5.49975128887809e+00dB,-1.79976189801397e+02°)
1.97355848077367e+01	(5.49975134679074e+00dB,-1.79977122989070e+02°)
1.97469487940861e+01	(5.49975140239914e+00dB,-1.79978056169175e+02°)
1.97583193239550e+01	(5.49975145570336e+00dB,-1.79978989342021e+02°)
1.97696964011114e+01	(5.49975150670347e+00dB,-1.79979922507915e+02°)
1.97810800293251e+01	(5.49975155539953e+00dB,-1.79980855667167e+02°)
1.97924702123685e+01	(5.49975160179162e+00dB,-1.79981788820085e+02°)
1.98038669540159e+01	(5.49975164587979e+00dB,-1.79982721966978e+02°)
1.98152702580437e+01	(5.49975168766411e+00dB,-1.79983655108155e+02°)
1.98266801282307e+01	(5.49975172714463e+00dB,-1.79984588243925e+02°)
1.98380965683578e+01	(5.49975176432139e+00dB,-1.79985521374596e+02°)
1.98495195822079e+01	(5.49975179919446e+00dB,-1.79986454500477e+02°)
1.98609491735664e+01	(5.49975183176387e+00dB,-1.79987387621876e+02°)
1.98723853462206e+01	(5.49975186202967e+00dB,-1.79988320739103e+02°)
1.98838281039602e+01	(5.49975188999190e+00dB,-1.79989253852466e+02°)
1.98952774505769e+01	(5.49975191565059e+00dB,-1.79990186962274e+02°)
1.99067333898646e+01	(5.49975193900578e+00dB,-1.79991120068836e+02°)
1.99181959256195e+01	(5.49975196005751e+00dB,-1.79992053172460e+02°)
1.99296650616399e+01	(5.49975197880579e+00dB,-1.79992986273454e+02°)
1.99411408017263e+01	(5.49975199525066e+00dB,-1.79993919372129e+02°)
1.99526231496815e+01	(5.49975200939213e+00dB,-1.79994852468791e+02°)
1.99641121093102e+01	(5.49975202123023e+00dB,-1.79995785563751e+02°)
1.99756076844197e+01	(5.49975203076496e+00dB,-1.79996718657316e+02°)
1.99871098788192e+01	(5.49975203799634e+00dB,-1.79997651749796e+02°)
1.99986186963201e+01	(5.49975204292440e+00dB,-1.79998584841500e+02°)
2.00101341407361e+01	(5.49975204554911e+00dB,-1.79999517932735e+02°)
2.00216562158830e+01	(5.49975204587050e+00dB,1.79999548976190e+02°)
2.00331849255790e+01	(5.49975204388857e+00dB,1.79998615884965e+02°)
2.00447202736442e+01	(5.49975203960330e+00dB,1.79997682793282e+02°)
2.00562622639012e+01	(5.49975203301469e+00dB,1.79996749700833e+02°)
2.00678109001745e+01	(5.49975202412275e+00dB,1.79995816607308e+02°)
2.00793661862911e+01	(5.49975201292744e+00dB,1.79994883512399e+02°)
2.00909281260799e+01	(5.49975199942876e+00dB,1.79993950415797e+02°)
2.01024967233723e+01	(5.49975198362669e+00dB,1.79993017317194e+02°)
